,Status,Meal plan identifier,Segmentation,Lenght of the stay,Day of week,Room type ok,Non refundable
326,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard City View,Free cancellation
327,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Standard,Free cancellation
328,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
329,Confirmed,BB,Flash sales / Boxes,1,Not Weekend,Double Deluxe,Free cancellation
330,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
331,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
332,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
333,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
334,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
335,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
336,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Deluxe,Non refundable
337,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
338,Confirmed,BB,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
339,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
340,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
341,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
342,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
343,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
344,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
345,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
346,Confirmed,BB,Online Travel agency,4,Not Weekend,Double Standard City View,Free cancellation
347,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Deluxe,Free cancellation
348,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Deluxe,Free cancellation
349,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
350,Confirmed,RO,Online Travel agency,2,Weekend,Double Standard,Non refundable
351,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
352,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
353,Confirmed,BB,Travel agency,3,Weekend,Double Standard,Free cancellation
354,Confirmed,BB,Tour Operator,1,Weekend,Double Standard,Free cancellation
355,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Deluxe,Free cancellation
356,Confirmed,BB,Flash sales / Boxes,3,Weekend,Double Deluxe,Free cancellation
357,Confirmed,BB,Flash sales / Boxes,3,Weekend,Double Deluxe,Free cancellation
358,Confirmed,RO,Online Travel agency,1,Weekend,Triple Standard,Free cancellation
359,Confirmed,RO,Direct reservation / Walk-in,3,Weekend,Junior Suite,Free cancellation
360,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
361,Confirmed,RO,Online Travel agency,2,Weekend,Double Standard,Non refundable
362,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
363,Confirmed,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
364,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
365,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
366,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
367,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
368,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
369,Confirmed,BB,Tour Operator,5,Weekend,Double Standard,Free cancellation
370,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
371,Confirmed,BB,Travel agency,2,Weekend,Double Standard,Free cancellation
372,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
373,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
374,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
375,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
376,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
377,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
378,Confirmed,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
379,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
380,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Non refundable
381,Confirmed,RO,Online Travel agency,15,Weekend,Double Standard,Non refundable
382,Confirmed,RO,Global Distribution Systems (GDS),5,Weekend,Double Standard,Free cancellation
383,Confirmed,BB,Flash sales / Boxes,7,Weekend,Double Deluxe,Free cancellation
384,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
385,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
386,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
387,Confirmed,BB,Tour Operator,3,Weekend,Double Standard,Free cancellation
388,Confirmed,RO,Direct reservation / Walk-in,5,Weekend,Double Standard City View,Non refundable
389,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
390,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
391,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
392,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
393,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
394,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
395,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
396,Confirmed,BB,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
397,Confirmed,RO,Last minute app,2,Not Weekend,Double Standard,Free cancellation
398,Confirmed,RO,Global Distribution Systems (GDS),9,Not Weekend,Double Standard,Free cancellation
399,Confirmed,RO,Global Distribution Systems (GDS),9,Not Weekend,Double Standard,Free cancellation
400,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
401,Confirmed,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
402,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
403,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
404,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
405,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
406,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
407,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
408,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
409,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
410,Confirmed,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
411,Confirmed,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
412,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
413,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
414,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Non refundable
415,Confirmed,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
416,Confirmed,BB,Online Travel agency,10,Not Weekend,Double Standard,Free cancellation
417,Confirmed,BB,Online Travel agency,10,Not Weekend,Double Standard,Free cancellation
418,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
419,Confirmed,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
420,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
421,Confirmed,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
422,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
423,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
424,Confirmed,BB,Travel agency,3,Not Weekend,Triple Standard,Free cancellation
425,Confirmed,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
426,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Deluxe,Free cancellation
427,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
428,Confirmed,BB,Flash sales / Boxes,1,Not Weekend,Double Deluxe,Free cancellation
429,Confirmed,BB,Flash sales / Boxes,1,Not Weekend,Double Deluxe,Free cancellation
430,Confirmed,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
431,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard City View,Free cancellation
432,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
433,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
434,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
435,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
436,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
437,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
438,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
439,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
440,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Deluxe,Non refundable
441,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
442,Confirmed,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
443,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
444,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
445,Confirmed,BB,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
446,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
447,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
448,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
449,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Non refundable
450,Confirmed,BB,Flash sales / Boxes,1,Not Weekend,Double Standard,Free cancellation
451,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
452,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double London Eye view,Non refundable
453,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
454,Confirmed,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
455,Confirmed,RO,Online Travel agency,7,Not Weekend,Double Standard,Non refundable
456,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
457,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
458,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
459,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
460,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
461,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Non refundable
462,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
463,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard City View,Free cancellation
464,Confirmed,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
465,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
466,Confirmed,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
467,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Non refundable
468,Confirmed,RO,Online Travel agency,5,Not Weekend,Double Standard City View,Non refundable
469,Confirmed,RO,Online Travel agency,5,Not Weekend,Double Standard City View,Non refundable
470,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
471,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
472,Confirmed,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
473,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Free cancellation
474,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Free cancellation
475,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
476,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
477,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
478,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
479,Confirmed,BB,Flash sales / Boxes,3,Weekend,Double Deluxe,Free cancellation
480,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
481,Confirmed,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
482,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
483,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
484,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
485,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Free cancellation
486,Confirmed,BB,Tour Operator,4,Weekend,Double Standard,Free cancellation
487,Confirmed,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
488,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
489,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
490,Confirmed,BB,Direct reservation / Walk-in,1,Weekend,Double London Eye view,Non refundable
491,Confirmed,BB,Tour Operator,1,Weekend,Double Standard,Free cancellation
492,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Non refundable
493,Confirmed,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Free cancellation
494,Confirmed,RO,Online Travel agency,1,Weekend,Double Deluxe,Non refundable
495,Confirmed,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
496,Confirmed,BB,Corporate/Mice,2,Weekend,Double Standard,Free cancellation
497,Confirmed,BB,Corporate/Mice,2,Weekend,Double Standard,Free cancellation
498,Confirmed,RO,Online Travel agency,4,Weekend,Double Standard,Non refundable
499,Confirmed,RO,Online Travel agency,6,Weekend,Double Standard,Non refundable
500,Confirmed,BB,Direct reservation / Walk-in,3,Weekend,Double London Eye view,Non refundable
501,Confirmed,RO,Direct reservation / Walk-in,5,Weekend,Double Standard,Non refundable
502,Confirmed,BB,Flash sales / Boxes,7,Weekend,Double Standard,Free cancellation
503,Confirmed,BB,Direct reservation / Walk-in,7,Not Weekend,Double Standard,Free cancellation
504,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
505,Confirmed,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
506,Confirmed,BB,Online Travel agency,6,Not Weekend,Double Standard,Non refundable
507,Confirmed,BB,Online Travel agency,6,Not Weekend,Double Standard,Non refundable
508,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
509,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
510,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
511,Confirmed,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
512,Confirmed,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
513,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
514,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
515,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
516,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
517,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
518,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
519,Confirmed,RO,Direct reservation / Walk-in,12,Not Weekend,Double Standard,Non refundable
520,Confirmed,RO,Online Travel agency,4,Not Weekend,Double Standard,Non refundable
521,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
522,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
523,Confirmed,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
524,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
525,Confirmed,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
526,Confirmed,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
527,Confirmed,BB,Global Distribution Systems (GDS),2,Not Weekend,Double Standard,Free cancellation
528,Confirmed,RO,Online Travel agency,12,Not Weekend,Double Standard City View,Non refundable
529,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
530,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
531,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
532,Confirmed,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
533,Confirmed,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
534,Confirmed,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
535,Confirmed,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
536,Confirmed,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
